Source_Mol,Target_Mol
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(S(=O)(=O)C3CC3)c2C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1cc(-c2ccn3nc(N)c(C(=O)NC4CC4)c3n2)cc2c1C(=O)N(CC1CC1)C2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CN(C)CC1(C(N)=O)CCCN1C(=O)Nc1nc2c(s1)-c1nc(C(C)(C)C)ncc1CC2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cc(F)cc54)c3o2)CCO1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1cc(-c2ccn3nc(N)c(C(=O)NC4CC4)c3n2)cc2c1C(=O)N(C(C)C1CC1)C2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,N#Cc1c(N)ncnc1N1CSCC1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C)CC5)c4)c3c2)cc1C#N
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(Nc1ncnc(N)c1C#N)c1nc2ccc(F)cc2c([S+]([O-])CCO)c1-c1ccccc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CN(C)C(=O)c1cc(C2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1nnc2n1C1CCN(Cc3cc4nc(-c5cccc6[nH]ncc56)nc(N5CCOCC5)c4s3)CC1CC2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,FC(F)(F)c1nncn1C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(C3CC3)c2C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC1(C)OCCN(c2cccc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)c2)C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1cc(-c2ccn3nc(N)c(C(=O)NC4CCC(C(=O)O)CC4)c3n2)cc2c1C(=O)N(C(C)C1CC1)C2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CCc1nc2ccccc2n1-c1nc(N2CCOCC2)c2sc(CN3CCN(C(=O)C4CCC4)CC3=O)cc2n1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CNC(=O)NC1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC(CO)C5CC5)c4n3)cc(NS(C)(=O)=O)c2C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(=O)N1CCC(n2nc(-c3cc4cc(O)cc(Cl)c4[nH]3)c3c(N)ncnc32)CC1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,Cc1nnc2n1C1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)CC1CC2
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COCC(=O)N(C)C1CCCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1C(F)(F)F
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(=O)N1CC(C)N(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)C(C)C1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(Oc1ccccc1)c1cc(C(=O)N(C)CCO)cn2c(=O)cc(N3CCOCC3)nc12
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,N#Cc1c(N)ncnc1N1CCCC1c1nc2cccc(Cl)c2c(=O)n1N1CCOCC1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC1(C)OCCN(c2cc(-c3cc(-c4ccnn4CC(F)(F)F)c4c(N)ncnn34)ccc2C#N)C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC(C1CC1)N1Cc2cc(-c3ccn4nc(N)c(C(=O)NC5CC5)c4n3)cc(OC(F)F)c2C1=O
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,COc1ncc(-c2ccc3nc(NC(=O)NC4CC4)nn3c2)cc1NS(=O)(=O)c1ccc(F)cc1
COc1cc(-c2ccc3c(n2)CN(c2cnn(CC(F)F)c2)C3=O)cnc1OC,CC1CCN(C(=O)Nc2nc3c(s2)-c2cc(C(C)(C)C(F)(F)F)ncc2OC3)C1C(N)=O
